Finding_ID,Status,Security_Category,Check_ID,Check_Name,File_Path,Resource_Type,Resource_Name,Line_Start,Line_End,Remediation_Guidance,Azure_Documentation,Compliance_Framework
AZ-0070,FAILED,Data Protection,CKV_AZURE_52,Ensure MSSQL is using the latest version of TLS encryption,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql4,77,94,Enable encryption at rest and in transit. Use customer-managed keys where possible.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-mssql-is-using-the-latest-version-of-tls-encryption,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0071,FAILED,Network Security,CKV_AZURE_113,Ensure that SQL server disables public network access,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql4,77,94,Review network security group rules and implement least privilege access.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/ensure-that-sql-server-disables-public-network-access,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-0072,FAILED,Data Protection,CKV_AZURE_52,Ensure MSSQL is using the latest version of TLS encryption,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql5,96,113,Enable encryption at rest and in transit. Use customer-managed keys where possible.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-mssql-is-using-the-latest-version-of-tls-encryption,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0073,FAILED,Network Security,CKV_AZURE_113,Ensure that SQL server disables public network access,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql5,96,113,Review network security group rules and implement least privilege access.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/ensure-that-sql-server-disables-public-network-access,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-0074,FAILED,Data Protection,CKV_AZURE_52,Ensure MSSQL is using the latest version of TLS encryption,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql6,115,132,Enable encryption at rest and in transit. Use customer-managed keys where possible.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-mssql-is-using-the-latest-version-of-tls-encryption,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0075,FAILED,Network Security,CKV_AZURE_113,Ensure that SQL server disables public network access,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql6,115,132,Review network security group rules and implement least privilege access.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/ensure-that-sql-server-disables-public-network-access,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-0076,FAILED,Data Protection,CKV_AZURE_52,Ensure MSSQL is using the latest version of TLS encryption,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql7,134,151,Enable encryption at rest and in transit. Use customer-managed keys where possible.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-mssql-is-using-the-latest-version-of-tls-encryption,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0077,FAILED,Network Security,CKV_AZURE_113,Ensure that SQL server disables public network access,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql7,134,151,Review network security group rules and implement least privilege access.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/ensure-that-sql-server-disables-public-network-access,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-0078,FAILED,Data Storage,CKV_AZURE_27,Ensure that 'Email service and co-administrators' is 'Enabled' for MSSQL servers,\mssql.tf,azurerm_mssql_server_security_alert_policy,azurerm_mssql_server_security_alert_policy.alertpolicy1,153,165,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-8,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0079,FAILED,General Security,CKV_AZURE_25,Ensure that 'Threat Detection types' is set to 'All',\mssql.tf,azurerm_mssql_server_security_alert_policy,azurerm_mssql_server_security_alert_policy.alertpolicy1,153,165,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-6,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0080,FAILED,Data Storage,CKV_AZURE_27,Ensure that 'Email service and co-administrators' is 'Enabled' for MSSQL servers,\mssql.tf,azurerm_mssql_server_security_alert_policy,azurerm_mssql_server_security_alert_policy.alertpolicy2,167,179,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-8,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0081,FAILED,General Security,CKV_AZURE_25,Ensure that 'Threat Detection types' is set to 'All',\mssql.tf,azurerm_mssql_server_security_alert_policy,azurerm_mssql_server_security_alert_policy.alertpolicy2,167,179,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-6,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0082,FAILED,Data Storage,CKV_AZURE_27,Ensure that 'Email service and co-administrators' is 'Enabled' for MSSQL servers,\mssql.tf,azurerm_mssql_server_security_alert_policy,azurerm_mssql_server_security_alert_policy.alertpolicy3,181,193,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-8,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0083,FAILED,General Security,CKV_AZURE_25,Ensure that 'Threat Detection types' is set to 'All',\mssql.tf,azurerm_mssql_server_security_alert_policy,azurerm_mssql_server_security_alert_policy.alertpolicy3,181,193,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-6,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0084,FAILED,Data Storage,CKV_AZURE_27,Ensure that 'Email service and co-administrators' is 'Enabled' for MSSQL servers,\mssql.tf,azurerm_mssql_server_security_alert_policy,azurerm_mssql_server_security_alert_policy.alertpolicy4,195,207,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-8,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0085,FAILED,General Security,CKV_AZURE_25,Ensure that 'Threat Detection types' is set to 'All',\mssql.tf,azurerm_mssql_server_security_alert_policy,azurerm_mssql_server_security_alert_policy.alertpolicy4,195,207,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-6,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0086,FAILED,Data Storage,CKV_AZURE_26,Ensure that 'Send Alerts To' is enabled for MSSQL servers,\mssql.tf,azurerm_mssql_server_security_alert_policy,azurerm_mssql_server_security_alert_policy.alertpolicy5,209,220,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-7,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0087,FAILED,Data Storage,CKV_AZURE_27,Ensure that 'Email service and co-administrators' is 'Enabled' for MSSQL servers,\mssql.tf,azurerm_mssql_server_security_alert_policy,azurerm_mssql_server_security_alert_policy.alertpolicy5,209,220,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-8,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0088,FAILED,General Security,CKV_AZURE_25,Ensure that 'Threat Detection types' is set to 'All',\mssql.tf,azurerm_mssql_server_security_alert_policy,azurerm_mssql_server_security_alert_policy.alertpolicy5,209,220,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-6,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0089,FAILED,Data Storage,CKV_AZURE_27,Ensure that 'Email service and co-administrators' is 'Enabled' for MSSQL servers,\mssql.tf,azurerm_mssql_server_security_alert_policy,azurerm_mssql_server_security_alert_policy.alertpolicy6,222,234,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-8,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0090,FAILED,General Security,CKV_AZURE_25,Ensure that 'Threat Detection types' is set to 'All',\mssql.tf,azurerm_mssql_server_security_alert_policy,azurerm_mssql_server_security_alert_policy.alertpolicy6,222,234,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-6,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0091,FAILED,Data Storage,CKV_AZURE_27,Ensure that 'Email service and co-administrators' is 'Enabled' for MSSQL servers,\mssql.tf,azurerm_mssql_server_security_alert_policy,azurerm_mssql_server_security_alert_policy.alertpolicy7,236,248,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-8,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0092,FAILED,General Security,CKV_AZURE_25,Ensure that 'Threat Detection types' is set to 'All',\mssql.tf,azurerm_mssql_server_security_alert_policy,azurerm_mssql_server_security_alert_policy.alertpolicy7,236,248,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-6,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0093,FAILED,Identity & Access,CKV_AZURE_9,Ensure that RDP access is restricted from the internet,\networking.tf,azurerm_network_security_group,azurerm_network_security_group.bad_sg,69,107,Implement strong authentication and access controls with Azure AD.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/bc-azr-networking-2,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0094,FAILED,Identity & Access,CKV_AZURE_10,Ensure that SSH access is restricted from the internet,\networking.tf,azurerm_network_security_group,azurerm_network_security_group.bad_sg,69,107,Implement strong authentication and access controls with Azure AD.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/bc-azr-networking-3,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-0095,FAILED,Network Security,CKV_AZURE_12,Ensure that Network Security Group Flow Log retention period is 'greater than 90 days',\networking.tf,azurerm_network_watcher_flow_log,azurerm_network_watcher_flow_log.flow_log,125,145,Review network security group rules and implement least privilege access.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-logging-policies/bc-azr-logging-1,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-0096,FAILED,Identity & Access,CKV_AZURE_39,Ensure that no custom subscription owner roles are created,\roles.tf,azurerm_role_definition,azurerm_role_definition.example,3,16,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-iam-policies/do-not-create-custom-subscription-owner-roles,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0097,FAILED,General Security,CKV_AZURE_19,Ensure that standard pricing tier is selected,\security_center.tf,azurerm_security_center_subscription_pricing,azurerm_security_center_subscription_pricing.pricing,1,3,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-standard-pricing-tier-is-selected,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-0098,FAILED,General Security,CKV_AZURE_21,Ensure that 'Send email notification for high severity alerts' is set to 'On',\security_center.tf,azurerm_security_center_contact,azurerm_security_center_contact.contact,5,9,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/azr-general-21,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0099,FAILED,General Security,CKV_AZURE_22,Ensure that 'Send email notification for high severity alerts' is set to 'On',\security_center.tf,azurerm_security_center_contact,azurerm_security_center_contact.contact,5,9,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-5,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0100,FAILED,General Security,CKV_AZURE_20,Ensure that security contact 'Phone number' is set,\security_center.tf,azurerm_security_center_contact,azurerm_security_center_contact.contact,5,9,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-3,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0101,FAILED,Data Storage,CKV_AZURE_26,Ensure that 'Send Alerts To' is enabled for MSSQL servers,\sql.tf,azurerm_mssql_server_security_alert_policy,azurerm_mssql_server_security_alert_policy.example,31,42,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-7,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0102,FAILED,Data Storage,CKV_AZURE_27,Ensure that 'Email service and co-administrators' is 'Enabled' for MSSQL servers,\sql.tf,azurerm_mssql_server_security_alert_policy,azurerm_mssql_server_security_alert_policy.example,31,42,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-8,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0103,FAILED,General Security,CKV_AZURE_25,Ensure that 'Threat Detection types' is set to 'All',\sql.tf,azurerm_mssql_server_security_alert_policy,azurerm_mssql_server_security_alert_policy.example,31,42,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-6,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0104,FAILED,Data Storage,CKV_AZURE_94,Ensure that My SQL server enables geo-redundant backups,\sql.tf,azurerm_mysql_server,azurerm_mysql_server.example,44,71,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-my-sql-server-enables-geo-redundant-backups,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0105,FAILED,Network Security,CKV_AZURE_53,Ensure 'public network access enabled' is set to 'False' for mySQL servers,\sql.tf,azurerm_mysql_server,azurerm_mysql_server.example,44,71,Review network security group rules and implement least privilege access.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/ensure-public-network-access-enabled-is-set-to-false-for-mysql-servers,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0106,FAILED,Data Protection,CKV_AZURE_54,Ensure MySQL is using the latest version of TLS encryption,\sql.tf,azurerm_mysql_server,azurerm_mysql_server.example,44,71,Enable encryption at rest and in transit. Use customer-managed keys where possible.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-mysql-is-using-the-latest-version-of-tls-encryption,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0107,FAILED,Data Protection,CKV_AZURE_28,Ensure 'Enforce SSL connection' is set to 'ENABLED' for MySQL Database Server,\sql.tf,azurerm_mysql_server,azurerm_mysql_server.example,44,71,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/bc-azr-networking-9,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0108,FAILED,Data Storage,CKV_AZURE_127,Ensure that My SQL server enables Threat detection policy,\sql.tf,azurerm_mysql_server,azurerm_mysql_server.example,44,71,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-my-sql-server-enables-threat-detection-policy,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-0109,FAILED,Data Protection,CKV_AZURE_130,Ensure that PostgreSQL server enables infrastructure encryption,\sql.tf,azurerm_postgresql_server,azurerm_postgresql_server.example,73,96,Enable encryption at rest and in transit. Use customer-managed keys where possible.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-postgresql-server-enables-infrastructure-encryption,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-0110,FAILED,Data Protection,CKV_AZURE_147,Ensure PostgreSQL is using the latest version of TLS encryption,\sql.tf,azurerm_postgresql_server,azurerm_postgresql_server.example,73,96,Enable encryption at rest and in transit. Use customer-managed keys where possible.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/ensure-azure-postgresql-uses-the-latest-version-of-tls-encryption,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-0111,FAILED,Network Security,CKV_AZURE_68,Ensure that PostgreSQL server disables public network access,\sql.tf,azurerm_postgresql_server,azurerm_postgresql_server.example,73,96,Review network security group rules and implement least privilege access.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/ensure-that-postgresql-server-disables-public-network-access,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0112,FAILED,Data Protection,CKV_AZURE_29,Ensure 'Enforce SSL connection' is set to 'ENABLED' for PostgreSQL Database Server,\sql.tf,azurerm_postgresql_server,azurerm_postgresql_server.example,73,96,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/bc-azr-networking-10,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0113,FAILED,Data Storage,CKV_AZURE_128,Ensure that PostgreSQL server enables Threat detection policy,\sql.tf,azurerm_postgresql_server,azurerm_postgresql_server.example,73,96,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-postgresql-server-enables-threat-detection-policy,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-0114,FAILED,Data Storage,CKV_AZURE_102,Ensure that PostgreSQL server enables geo-redundant backups,\sql.tf,azurerm_postgresql_server,azurerm_postgresql_server.example,73,96,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-postgresql-server-enables-geo-redundant-backups,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-0115,FAILED,Data Storage,CKV_AZURE_32,Ensure server parameter 'connection_throttling' is set to 'ON' for PostgreSQL Database Server,\sql.tf,azurerm_postgresql_configuration,azurerm_postgresql_configuration.thrtottling_config,98,103,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/bc-azr-networking-13,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0116,FAILED,Logging & Monitoring,CKV_AZURE_30,Ensure server parameter 'log_checkpoints' is set to 'ON' for PostgreSQL Database Server,\sql.tf,azurerm_postgresql_configuration,azurerm_postgresql_configuration.example,105,110,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/bc-azr-networking-11,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0117,FAILED,Data Protection,CKV_AZURE_2,Ensure Azure managed disk has encryption enabled,\storage.tf,azurerm_managed_disk,azurerm_managed_disk.example,1,21,Ensure that storage account access keys are periodically regenerated,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-1,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0118,FAILED,Data Protection,CKV_AZURE_93,Ensure that managed disks use a specific set of disk encryption sets for the customer-managed key encryption,\storage.tf,azurerm_managed_disk,azurerm_managed_disk.example,1,21,Enable encryption at rest and in transit. Use customer-managed keys where possible.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-managed-disks-use-a-specific-set-of-disk-encryption-sets-for-the-customer-managed-key-encryption,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0119,FAILED,Network Security,CKV_AZURE_251,Ensure Azure Virtual Machine disks are configured without public network access,\storage.tf,azurerm_managed_disk,azurerm_managed_disk.example,1,21,Review network security group rules and implement least privilege access.,,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0120,FAILED,Identity & Access,CKV_AZURE_59,Ensure that Storage accounts disallow public access,\storage.tf,azurerm_storage_account,azurerm_storage_account.example,23,60,Implement strong authentication and access controls with Azure AD.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/ensure-that-storage-accounts-disallow-public-access,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0121,FAILED,Logging & Monitoring,CKV_AZURE_33,"Ensure Storage logging is enabled for Queue service for read, write and delete requests",\storage.tf,azurerm_storage_account,azurerm_storage_account.example,23,60,Enable comprehensive logging and monitoring for security events.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-logging-policies/enable-requests-on-storage-logging-for-queue-service,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0122,FAILED,Data Protection,CKV_AZURE_44,Ensure Storage Account is using the latest version of TLS encryption,\storage.tf,azurerm_storage_account,azurerm_storage_account.example,23,60,Ensure Storage Account is using the latest version of TLS encryption,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-storage-policies/bc-azr-storage-2,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-0123,FAILED,Identity & Access,CKV_AZURE_190,Ensure that Storage blobs restrict public access,\storage.tf,azurerm_storage_account,azurerm_storage_account.example,23,60,Implement strong authentication and access controls with Azure AD.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/azr-networking-190,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-0124,FAILED,Identity & Access,CKV_AZURE_36,Ensure 'Trusted Microsoft Services' is enabled for Storage Account access,\storage.tf,azurerm_storage_account_network_rules,azurerm_storage_account_network_rules.test,62,69,Implement strong authentication and access controls with Azure AD.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/enable-trusted-microsoft-services-for-storage-account-access,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0125,FAILED,General Security,CKV2_AZURE_7,Ensure that Azure Active Directory Admin is configured,\sql.tf,azurerm_sql_server,azurerm_sql_server.example,9,29,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-azure-active-directory-admin-is-configured,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0126,FAILED,Identity & Access,CKV2_AZURE_27,Ensure Azure AD authentication is enabled for Azure SQL (MSSQL),\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql1,20,37,Implement strong authentication and access controls with Azure AD.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/azr-general-85,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0127,FAILED,Identity & Access,CKV2_AZURE_27,Ensure Azure AD authentication is enabled for Azure SQL (MSSQL),\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql2,39,56,Implement strong authentication and access controls with Azure AD.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/azr-general-85,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0128,FAILED,Identity & Access,CKV2_AZURE_27,Ensure Azure AD authentication is enabled for Azure SQL (MSSQL),\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql3,58,75,Implement strong authentication and access controls with Azure AD.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/azr-general-85,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0129,FAILED,Identity & Access,CKV2_AZURE_27,Ensure Azure AD authentication is enabled for Azure SQL (MSSQL),\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql4,77,94,Implement strong authentication and access controls with Azure AD.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/azr-general-85,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0130,FAILED,Identity & Access,CKV2_AZURE_27,Ensure Azure AD authentication is enabled for Azure SQL (MSSQL),\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql5,96,113,Implement strong authentication and access controls with Azure AD.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/azr-general-85,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0131,FAILED,Identity & Access,CKV2_AZURE_27,Ensure Azure AD authentication is enabled for Azure SQL (MSSQL),\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql6,115,132,Implement strong authentication and access controls with Azure AD.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/azr-general-85,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0132,FAILED,Identity & Access,CKV2_AZURE_27,Ensure Azure AD authentication is enabled for Azure SQL (MSSQL),\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql7,134,151,Implement strong authentication and access controls with Azure AD.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/azr-general-85,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0133,FAILED,Data Protection,CKV2_AZURE_32,Ensure private endpoint is configured to key vault,\key_vault.tf,azurerm_key_vault,azurerm_key_vault.example,1,31,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azure-2-32,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0134,FAILED,Data Storage,CKV2_AZURE_45,Ensure Microsoft SQL server is configured with private endpoint,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql1,20,37,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azure-2-45,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0135,FAILED,Data Storage,CKV2_AZURE_45,Ensure Microsoft SQL server is configured with private endpoint,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql2,39,56,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azure-2-45,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0136,FAILED,Data Storage,CKV2_AZURE_45,Ensure Microsoft SQL server is configured with private endpoint,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql3,58,75,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azure-2-45,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0137,FAILED,Data Storage,CKV2_AZURE_45,Ensure Microsoft SQL server is configured with private endpoint,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql4,77,94,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azure-2-45,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0138,FAILED,Data Storage,CKV2_AZURE_45,Ensure Microsoft SQL server is configured with private endpoint,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql5,96,113,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azure-2-45,"CIS Azure Benchmarks, Azure Security Baseline"
